name,peak_no,peak_values,Time
CREST.ENERGY.SOLAR,p7,0,3/10/2022 19:15
CREST.ENERGY.SOLAR,p8,0,3/10/2022 19:30
CREST.ENERGY.SOLAR,p9,0,3/10/2022 19:45
FFCEL.WIND,p1,0,3/10/2022 17:15
FFCEL.WIND,p2,0,3/10/2022 17:30
FFCEL.WIND,p3,1,3/10/2022 17:45
FFCEL.WIND,p4,0,3/10/2022 18:15
FFCEL.WIND,p5,0,3/10/2022 18:30
FFCEL.WIND,p6,0,3/10/2022 18:45
FFCEL.WIND,p7,2,3/10/2022 19:15
FFCEL.WIND,p8,2,3/10/2022 19:30
FFCEL.WIND,p9,1,3/10/2022 19:45
ZEPL.WIND,p1,0,3/10/2022 17:15
ZEPL.WIND,p2,0,3/10/2022 17:30
ZEPL.WIND,p3,0,3/10/2022 17:45
ZEPL.WIND,p4,1,3/10/2022 18:15
ZEPL.WIND,p5,0,3/10/2022 18:30
ZEPL.WIND,p6,0,3/10/2022 18:45
ZEPL.WIND,p7,3,3/10/2022 19:15
ZEPL.WIND,p8,1,3/10/2022 19:30
ZEPL.WIND,p9,0,3/10/2022 19:45
TGF.WIND,p1,0,3/10/2022 17:15
TGF.WIND,p2,1,3/10/2022 17:30
TGF.WIND,p3,1,3/10/2022 17:45
TGF.WIND,p4,2,3/10/2022 18:15
TGF.WIND,p5,0,3/10/2022 18:30
TGF.WIND,p6,1,3/10/2022 18:45
TGF.WIND,p7,1,3/10/2022 19:15
TGF.WIND,p8,1,3/10/2022 19:30
TGF.WIND,p9,2,3/10/2022 19:45
FWEL.I.WIND,p1,8,3/10/2022 17:15
FWEL.I.WIND,p2,9,3/10/2022 17:30
FWEL.I.WIND,p3,9,3/10/2022 17:45
FWEL.I.WIND,p4,8,3/10/2022 18:15
FWEL.I.WIND,p5,7,3/10/2022 18:30
FWEL.I.WIND,p6,8,3/10/2022 18:45
FWEL.I.WIND,p7,6,3/10/2022 19:15
FWEL.I.WIND,p8,5,3/10/2022 19:30
FWEL.I.WIND,p9,4,3/10/2022 19:45
FWEL.II.WIND,p1,6,3/10/2022 17:15
FWEL.II.WIND,p2,7,3/10/2022 17:30
FWEL.II.WIND,p3,6,3/10/2022 17:45
FWEL.II.WIND,p4,7,3/10/2022 18:15
FWEL.II.WIND,p5,8,3/10/2022 18:30
FWEL.II.WIND,p6,7,3/10/2022 18:45
FWEL.II.WIND,p7,6,3/10/2022 19:15
FWEL.II.WIND,p8,8,3/10/2022 19:30
FWEL.II.WIND,p9,6,3/10/2022 19:45
SAPPHIRE.WIND,p1,0,3/10/2022 17:15
SAPPHIRE.WIND,p2,1,3/10/2022 17:30
SAPPHIRE.WIND,p3,1,3/10/2022 17:45
SAPPHIRE.WIND,p4,1,3/10/2022 18:15
SAPPHIRE.WIND,p5,1,3/10/2022 18:30
SAPPHIRE.WIND,p6,0,3/10/2022 18:45
SAPPHIRE.WIND,p7,0,3/10/2022 19:15
SAPPHIRE.WIND,p8,1,3/10/2022 19:30
SAPPHIRE.WIND,p9,2,3/10/2022 19:45
METRO.WIND..MPCL.,p1,0,3/10/2022 17:15
METRO.WIND..MPCL.,p2,0,3/10/2022 17:30
METRO.WIND..MPCL.,p3,0,3/10/2022 17:45
METRO.WIND..MPCL.,p4,0,3/10/2022 18:15
METRO.WIND..MPCL.,p5,0,3/10/2022 18:30
METRO.WIND..MPCL.,p6,0,3/10/2022 18:45
METRO.WIND..MPCL.,p7,4,3/10/2022 19:15
METRO.WIND..MPCL.,p8,5,3/10/2022 19:30
METRO.WIND..MPCL.,p9,4,3/10/2022 19:45
YOUNIS.WIND,p1,0,3/10/2022 17:15
YOUNIS.WIND,p2,0,3/10/2022 17:30
YOUNIS.WIND,p3,0,3/10/2022 17:45
YOUNIS.WIND,p4,0,3/10/2022 18:15
YOUNIS.WIND,p5,0,3/10/2022 18:30
YOUNIS.WIND,p6,0,3/10/2022 18:45
YOUNIS.WIND,p7,1,3/10/2022 19:15
YOUNIS.WIND,p8,3,3/10/2022 19:30
YOUNIS.WIND,p9,3,3/10/2022 19:45
TAPAL.WIND.TWEPL.,p1,0,3/10/2022 17:15
TAPAL.WIND.TWEPL.,p2,0,3/10/2022 17:30
TAPAL.WIND.TWEPL.,p3,0,3/10/2022 17:45
TAPAL.WIND.TWEPL.,p4,0,3/10/2022 18:15
TAPAL.WIND.TWEPL.,p5,0,3/10/2022 18:30
TAPAL.WIND.TWEPL.,p6,0,3/10/2022 18:45
TAPAL.WIND.TWEPL.,p7,0,3/10/2022 19:15
TAPAL.WIND.TWEPL.,p8,1,3/10/2022 19:30
TAPAL.WIND.TWEPL.,p9,1,3/10/2022 19:45
MASTER.WIND..MWEL.,p1,0,3/10/2022 17:15
MASTER.WIND..MWEL.,p2,1,3/10/2022 17:30
MASTER.WIND..MWEL.,p3,1,3/10/2022 17:45
MASTER.WIND..MWEL.,p4,1,3/10/2022 18:15
MASTER.WIND..MWEL.,p5,0,3/10/2022 18:30
MASTER.WIND..MWEL.,p6,0,3/10/2022 18:45
MASTER.WIND..MWEL.,p7,3,3/10/2022 19:15
MASTER.WIND..MWEL.,p8,3,3/10/2022 19:30
MASTER.WIND..MWEL.,p9,1,3/10/2022 19:45
TAPAL.WIND..2,p1,0,3/10/2022 17:15
TAPAL.WIND..2,p2,0,3/10/2022 17:30
TAPAL.WIND..2,p3,1,3/10/2022 17:45
TAPAL.WIND..2,p4,0,3/10/2022 18:15
TAPAL.WIND..2,p5,0,3/10/2022 18:30
TAPAL.WIND..2,p6,0,3/10/2022 18:45
TAPAL.WIND..2,p7,7,3/10/2022 19:15
TAPAL.WIND..2,p8,3,3/10/2022 19:30
TAPAL.WIND..2,p9,3,3/10/2022 19:45
GUL.AHMED.WIND,p1,0,3/10/2022 17:15
GUL.AHMED.WIND,p2,0,3/10/2022 17:30
GUL.AHMED.WIND,p3,1,3/10/2022 17:45
GUL.AHMED.WIND,p4,0,3/10/2022 18:15
GUL.AHMED.WIND,p5,0,3/10/2022 18:30
GUL.AHMED.WIND,p6,0,3/10/2022 18:45
GUL.AHMED.WIND,p7,2,3/10/2022 19:15
GUL.AHMED.WIND,p8,3,3/10/2022 19:30
GUL.AHMED.WIND,p9,3,3/10/2022 19:45
ARTISTIC.WIND..2,p1,0,3/10/2022 17:15
ARTISTIC.WIND..2,p2,0,3/10/2022 17:30
ARTISTIC.WIND..2,p3,0,3/10/2022 17:45
ARTISTIC.WIND..2,p4,0,3/10/2022 18:15
ARTISTIC.WIND..2,p5,0,3/10/2022 18:30
ARTISTIC.WIND..2,p6,0,3/10/2022 18:45
ARTISTIC.WIND..2,p7,0,3/10/2022 19:15
ARTISTIC.WIND..2,p8,0,3/10/2022 19:30
ARTISTIC.WIND..2,p9,0,3/10/2022 19:45
SACHAL.WIND,p1,0,3/10/2022 17:15
SACHAL.WIND,p2,1,3/10/2022 17:30
SACHAL.WIND,p3,1,3/10/2022 17:45
SACHAL.WIND,p4,1,3/10/2022 18:15
SACHAL.WIND,p5,1,3/10/2022 18:30
SACHAL.WIND,p6,1,3/10/2022 18:45
SACHAL.WIND,p7,2,3/10/2022 19:15
SACHAL.WIND,p8,3,3/10/2022 19:30
SACHAL.WIND,p9,3,3/10/2022 19:45
UEP.WIND.POWER,p1,0,3/10/2022 17:15
UEP.WIND.POWER,p2,0,3/10/2022 17:30
UEP.WIND.POWER,p3,0,3/10/2022 17:45
UEP.WIND.POWER,p4,0,3/10/2022 18:15
UEP.WIND.POWER,p5,0,3/10/2022 18:30
UEP.WIND.POWER,p6,0,3/10/2022 18:45
UEP.WIND.POWER,p7,0,3/10/2022 19:15
UEP.WIND.POWER,p8,0,3/10/2022 19:30
UEP.WIND.POWER,p9,0,3/10/2022 19:45
ARTISTIC.WIND,p1,0,3/10/2022 17:15
ARTISTIC.WIND,p2,0,3/10/2022 17:30
ARTISTIC.WIND,p3,0,3/10/2022 17:45
ARTISTIC.WIND,p4,0,3/10/2022 18:15
ARTISTIC.WIND,p5,0,3/10/2022 18:30
ARTISTIC.WIND,p6,0,3/10/2022 18:45
ARTISTIC.WIND,p7,0,3/10/2022 19:15
ARTISTIC.WIND,p8,4,3/10/2022 19:30
ARTISTIC.WIND,p9,1,3/10/2022 19:45
JHIMPIR.POWER,p1,1,3/10/2022 17:15
JHIMPIR.POWER,p2,1,3/10/2022 17:30
JHIMPIR.POWER,p3,1,3/10/2022 17:45
JHIMPIR.POWER,p4,2,3/10/2022 18:15
JHIMPIR.POWER,p5,2,3/10/2022 18:30
JHIMPIR.POWER,p6,3,3/10/2022 18:45
JHIMPIR.POWER,p7,4,3/10/2022 19:15
JHIMPIR.POWER,p8,4,3/10/2022 19:30
JHIMPIR.POWER,p9,5,3/10/2022 19:45
HAWA.WIND..HEPL.,p1,1,3/10/2022 17:15
HAWA.WIND..HEPL.,p2,1,3/10/2022 17:30
HAWA.WIND..HEPL.,p3,1,3/10/2022 17:45
HAWA.WIND..HEPL.,p4,1,3/10/2022 18:15
HAWA.WIND..HEPL.,p5,3,3/10/2022 18:30
HAWA.WIND..HEPL.,p6,4,3/10/2022 18:45
HAWA.WIND..HEPL.,p7,7,3/10/2022 19:15
HAWA.WIND..HEPL.,p8,6,3/10/2022 19:30
HAWA.WIND..HEPL.,p9,7,3/10/2022 19:45
TGT.WIND,p1,0,3/10/2022 17:15
TGT.WIND,p2,1,3/10/2022 17:30
TGT.WIND,p3,1,3/10/2022 17:45
TGT.WIND,p4,2,3/10/2022 18:15
TGT.WIND,p5,1,3/10/2022 18:30
TGT.WIND,p6,1,3/10/2022 18:45
TGT.WIND,p7,1,3/10/2022 19:15
TGT.WIND,p8,3,3/10/2022 19:30
TGT.WIND,p9,3,3/10/2022 19:45
TGS.ENERGY,p1,0,3/10/2022 17:15
TGS.ENERGY,p2,1,3/10/2022 17:30
TGS.ENERGY,p3,2,3/10/2022 17:45
TGS.ENERGY,p4,2,3/10/2022 18:15
TGS.ENERGY,p5,1,3/10/2022 18:30
TGS.ENERGY,p6,1,3/10/2022 18:45
TGS.ENERGY,p7,1,3/10/2022 19:15
TGS.ENERGY,p8,2,3/10/2022 19:30
TGS.ENERGY,p9,3,3/10/2022 19:45
TRICON.BOSTON..A.,p1,0,3/10/2022 17:15
TRICON.BOSTON..A.,p2,0,3/10/2022 17:30
TRICON.BOSTON..A.,p3,0,3/10/2022 17:45
TRICON.BOSTON..A.,p4,0,3/10/2022 18:15
TRICON.BOSTON..A.,p5,0,3/10/2022 18:30
TRICON.BOSTON..A.,p6,0,3/10/2022 18:45
TRICON.BOSTON..A.,p7,0,3/10/2022 19:15
TRICON.BOSTON..A.,p8,0,3/10/2022 19:30
TRICON.BOSTON..A.,p9,0,3/10/2022 19:45
TRICON.BOSTON..B.,p1,0,3/10/2022 17:15
TRICON.BOSTON..B.,p2,0,3/10/2022 17:30
TRICON.BOSTON..B.,p3,0,3/10/2022 17:45
TRICON.BOSTON..B.,p4,0,3/10/2022 18:15
TRICON.BOSTON..B.,p5,0,3/10/2022 18:30
TRICON.BOSTON..B.,p6,0,3/10/2022 18:45
TRICON.BOSTON..B.,p7,0,3/10/2022 19:15
TRICON.BOSTON..B.,p8,0,3/10/2022 19:30
TRICON.BOSTON..B.,p9,0,3/10/2022 19:45
TRICON.BOSTON..C.,p1,1,3/10/2022 17:15
TRICON.BOSTON..C.,p2,0,3/10/2022 17:30
TRICON.BOSTON..C.,p3,1,3/10/2022 17:45
TRICON.BOSTON..C.,p4,0,3/10/2022 18:15
TRICON.BOSTON..C.,p5,1,3/10/2022 18:30
TRICON.BOSTON..C.,p6,1,3/10/2022 18:45
TRICON.BOSTON..C.,p7,0,3/10/2022 19:15
TRICON.BOSTON..C.,p8,0,3/10/2022 19:30
TRICON.BOSTON..C.,p9,0,3/10/2022 19:45
MASTER.GREEN.WIND,p1,1,3/10/2022 17:15
MASTER.GREEN.WIND,p2,1,3/10/2022 17:30
MASTER.GREEN.WIND,p3,2,3/10/2022 17:45
MASTER.GREEN.WIND,p4,1,3/10/2022 18:15
MASTER.GREEN.WIND,p5,3,3/10/2022 18:30
MASTER.GREEN.WIND,p6,5,3/10/2022 18:45
MASTER.GREEN.WIND,p7,5,3/10/2022 19:15
MASTER.GREEN.WIND,p8,4,3/10/2022 19:30
MASTER.GREEN.WIND,p9,8,3/10/2022 19:45
TRICOM.WIND,p1,0,3/10/2022 17:15
TRICOM.WIND,p2,2,3/10/2022 17:30
TRICOM.WIND,p3,1,3/10/2022 17:45
TRICOM.WIND,p4,2,3/10/2022 18:15
TRICOM.WIND,p5,2,3/10/2022 18:30
TRICOM.WIND,p6,4,3/10/2022 18:45
TRICOM.WIND,p7,5,3/10/2022 19:15
TRICOM.WIND,p8,4,3/10/2022 19:30
TRICOM.WIND,p9,3,3/10/2022 19:45
TENAGA.WIND,p1,7,3/10/2022 17:15
TENAGA.WIND,p2,7,3/10/2022 17:30
TENAGA.WIND,p3,8,3/10/2022 17:45
TENAGA.WIND,p4,8,3/10/2022 18:15
TENAGA.WIND,p5,7,3/10/2022 18:30
TENAGA.WIND,p6,7,3/10/2022 18:45
TENAGA.WIND,p7,5,3/10/2022 19:15
TENAGA.WIND,p8,5,3/10/2022 19:30
TENAGA.WIND,p9,6,3/10/2022 19:45
DAWOOD.WIND,p1,12,3/10/2022 17:15
DAWOOD.WIND,p2,8,3/10/2022 17:30
DAWOOD.WIND,p3,8,3/10/2022 17:45
DAWOOD.WIND,p4,7,3/10/2022 18:15
DAWOOD.WIND,p5,5,3/10/2022 18:30
DAWOOD.WIND,p6,6,3/10/2022 18:45
DAWOOD.WIND,p7,4,3/10/2022 19:15
DAWOOD.WIND,p8,4,3/10/2022 19:30
DAWOOD.WIND,p9,4,3/10/2022 19:45
ZEPHYR.WIND,p1,18,3/10/2022 17:15
ZEPHYR.WIND,p2,14,3/10/2022 17:30
ZEPHYR.WIND,p3,12,3/10/2022 17:45
ZEPHYR.WIND,p4,10,3/10/2022 18:15
ZEPHYR.WIND,p5,9,3/10/2022 18:30
ZEPHYR.WIND,p6,9,3/10/2022 18:45
ZEPHYR.WIND,p7,6,3/10/2022 19:15
ZEPHYR.WIND,p8,6,3/10/2022 19:30
ZEPHYR.WIND,p9,6,3/10/2022 19:45
INDUS.WIND,p1,0,3/10/2022 17:15
INDUS.WIND,p2,0,3/10/2022 17:30
INDUS.WIND,p3,0,3/10/2022 17:45
INDUS.WIND,p4,0,3/10/2022 18:15
INDUS.WIND,p5,7,3/10/2022 18:30
INDUS.WIND,p6,9,3/10/2022 18:45
INDUS.WIND,p7,6,3/10/2022 19:15
INDUS.WIND,p8,6,3/10/2022 19:30
INDUS.WIND,p9,6,3/10/2022 19:45
DIN.WIND.ENERGY,p1,0,3/10/2022 17:15
DIN.WIND.ENERGY,p2,0,3/10/2022 17:30
DIN.WIND.ENERGY,p3,0,3/10/2022 17:45
DIN.WIND.ENERGY,p4,0,3/10/2022 18:15
DIN.WIND.ENERGY,p5,0,3/10/2022 18:30
DIN.WIND.ENERGY,p6,3,3/10/2022 18:45
DIN.WIND.ENERGY,p7,3,3/10/2022 19:15
DIN.WIND.ENERGY,p8,3,3/10/2022 19:30
DIN.WIND.ENERGY,p9,2,3/10/2022 19:45
LIBERTY.WIND.I,p1,0,3/10/2022 17:15
LIBERTY.WIND.I,p2,0,3/10/2022 17:30
LIBERTY.WIND.I,p3,0,3/10/2022 17:45
LIBERTY.WIND.I,p4,0,3/10/2022 18:15
LIBERTY.WIND.I,p5,0,3/10/2022 18:30
LIBERTY.WIND.I,p6,0,3/10/2022 18:45
LIBERTY.WIND.I,p7,0,3/10/2022 19:15
LIBERTY.WIND.I,p8,0,3/10/2022 19:30
LIBERTY.WIND.I,p9,0,3/10/2022 19:45
GUL.AHMED.WIND..II,p1,0,3/10/2022 17:15
GUL.AHMED.WIND..II,p2,0,3/10/2022 17:30
GUL.AHMED.WIND..II,p3,0,3/10/2022 17:45
GUL.AHMED.WIND..II,p4,0,3/10/2022 18:15
GUL.AHMED.WIND..II,p5,0,3/10/2022 18:30
GUL.AHMED.WIND..II,p6,0,3/10/2022 18:45
GUL.AHMED.WIND..II,p7,0,3/10/2022 19:15
GUL.AHMED.WIND..II,p8,0,3/10/2022 19:30
GUL.AHMED.WIND..II,p9,0,3/10/2022 19:45
METRO.WIND..II,p1,0,3/10/2022 17:15
METRO.WIND..II,p2,0,3/10/2022 17:30
METRO.WIND..II,p3,0,3/10/2022 17:45
METRO.WIND..II,p4,0,3/10/2022 18:15
METRO.WIND..II,p5,0,3/10/2022 18:30
METRO.WIND..II,p6,0,3/10/2022 18:45
METRO.WIND..II,p7,0,3/10/2022 19:15
METRO.WIND..II,p8,0,3/10/2022 19:30
METRO.WIND..II,p9,0,3/10/2022 19:45
NASDA.GREEN.WIND,p1,0,3/10/2022 17:15
NASDA.GREEN.WIND,p2,0,3/10/2022 17:30
NASDA.GREEN.WIND,p3,0,3/10/2022 17:45
NASDA.GREEN.WIND,p4,0,3/10/2022 18:15
NASDA.GREEN.WIND,p5,0,3/10/2022 18:30
NASDA.GREEN.WIND,p6,0,3/10/2022 18:45
NASDA.GREEN.WIND,p7,0,3/10/2022 19:15
NASDA.GREEN.WIND,p8,0,3/10/2022 19:30
NASDA.GREEN.WIND,p9,0,3/10/2022 19:45
LAKED.SIDE.WIND,p1,0,3/10/2022 17:15
LAKED.SIDE.WIND,p2,0,3/10/2022 17:30
LAKED.SIDE.WIND,p3,0,3/10/2022 17:45
LAKED.SIDE.WIND,p4,0,3/10/2022 18:15
LAKED.SIDE.WIND,p5,0,3/10/2022 18:30
LAKED.SIDE.WIND,p6,0,3/10/2022 18:45
LAKED.SIDE.WIND,p7,0,3/10/2022 19:15
LAKED.SIDE.WIND,p8,0,3/10/2022 19:30
LAKED.SIDE.WIND,p9,0,3/10/2022 19:45
TARBELA,p1,120,3/11/2022 17:45
TARBELA,p2,170,3/11/2022 18:15
TARBELA,p3,310,3/11/2022 18:30
TARBELA,p4,405,3/11/2022 18:45
TARBELA,p5,452,3/11/2022 19:15
TARBELA,p6,407,3/11/2022 19:30
TARBELA,p7,410,3/11/2022 19:45
TARBELA,p8,530,3/11/2022 20:15
TARBELA,p9,530,3/11/2022 20:30
TARBELA.Ext.4,p1,0,3/11/2022 17:45
TARBELA.Ext.4,p2,0,3/11/2022 18:15
TARBELA.Ext.4,p3,0,3/11/2022 18:30
TARBELA.Ext.4,p4,0,3/11/2022 18:45
TARBELA.Ext.4,p5,0,3/11/2022 19:15
TARBELA.Ext.4,p6,0,3/11/2022 19:30
TARBELA.Ext.4,p7,0,3/11/2022 19:45
TARBELA.Ext.4,p8,0,3/11/2022 20:15
TARBELA.Ext.4,p9,0,3/11/2022 20:30
MANGLA,p1,526,3/11/2022 17:45
MANGLA,p2,526,3/11/2022 18:15
MANGLA,p3,526,3/11/2022 18:30
MANGLA,p4,526,3/11/2022 18:45
MANGLA,p5,606,3/11/2022 19:15
MANGLA,p6,606,3/11/2022 19:30
MANGLA,p7,606,3/11/2022 19:45
MANGLA,p8,606,3/11/2022 20:15
MANGLA,p9,606,3/11/2022 20:30
GHAZI.BROTHA,p1,0,3/11/2022 17:45
GHAZI.BROTHA,p2,290,3/11/2022 18:15
GHAZI.BROTHA,p3,290,3/11/2022 18:30
GHAZI.BROTHA,p4,540,3/11/2022 18:45
GHAZI.BROTHA,p5,580,3/11/2022 19:15
GHAZI.BROTHA,p6,580,3/11/2022 19:30
GHAZI.BROTHA,p7,580,3/11/2022 19:45
GHAZI.BROTHA,p8,810,3/11/2022 20:15
GHAZI.BROTHA,p9,810,3/11/2022 20:30
WARSAK,p1,50,3/11/2022 17:45
WARSAK,p2,154,3/11/2022 18:15
WARSAK,p3,154,3/11/2022 18:30
WARSAK,p4,154,3/11/2022 18:45
WARSAK,p5,154,3/11/2022 19:15
WARSAK,p6,154,3/11/2022 19:30
WARSAK,p7,154,3/11/2022 19:45
WARSAK,p8,70,3/11/2022 20:15
WARSAK,p9,70,3/11/2022 20:30
CHASHMA,p1,35,3/11/2022 17:45
CHASHMA,p2,35,3/11/2022 18:15
CHASHMA,p3,35,3/11/2022 18:30
CHASHMA,p4,35,3/11/2022 18:45
CHASHMA,p5,35,3/11/2022 19:15
CHASHMA,p6,35,3/11/2022 19:30
CHASHMA,p7,30,3/11/2022 19:45
CHASHMA,p8,30,3/11/2022 20:15
CHASHMA,p9,30,3/11/2022 20:30
JINNAH.HYDEL,p1,27,3/11/2022 17:45
JINNAH.HYDEL,p2,27,3/11/2022 18:15
JINNAH.HYDEL,p3,27,3/11/2022 18:30
JINNAH.HYDEL,p4,24,3/11/2022 18:45
JINNAH.HYDEL,p5,24,3/11/2022 19:15
JINNAH.HYDEL,p6,24,3/11/2022 19:30
JINNAH.HYDEL,p7,24,3/11/2022 19:45
JINNAH.HYDEL,p8,24,3/11/2022 20:15
JINNAH.HYDEL,p9,24,3/11/2022 20:30
ALLAI.KHWAR,p1,121,3/11/2022 17:45
ALLAI.KHWAR,p2,121,3/11/2022 18:15
ALLAI.KHWAR,p3,121,3/11/2022 18:30
ALLAI.KHWAR,p4,121,3/11/2022 18:45
ALLAI.KHWAR,p5,121,3/11/2022 19:15
ALLAI.KHWAR,p6,121,3/11/2022 19:30
ALLAI.KHWAR,p7,121,3/11/2022 19:45
ALLAI.KHWAR,p8,121,3/11/2022 20:15
ALLAI.KHWAR,p9,121,3/11/2022 20:30
KHAN.KHWAR,p1,36,3/11/2022 17:45
KHAN.KHWAR,p2,36,3/11/2022 18:15
KHAN.KHWAR,p3,36,3/11/2022 18:30
KHAN.KHWAR,p4,36,3/11/2022 18:45
KHAN.KHWAR,p5,36,3/11/2022 19:15
KHAN.KHWAR,p6,36,3/11/2022 19:30
KHAN.KHWAR,p7,36,3/11/2022 19:45
KHAN.KHWAR,p8,36,3/11/2022 20:15
KHAN.KHWAR,p9,36,3/11/2022 20:30
DUBAIR.KHWAR,p1,35,3/11/2022 17:45
DUBAIR.KHWAR,p2,35,3/11/2022 18:15
DUBAIR.KHWAR,p3,35,3/11/2022 18:30
DUBAIR.KHWAR,p4,35,3/11/2022 18:45
DUBAIR.KHWAR,p5,35,3/11/2022 19:15
DUBAIR.KHWAR,p6,35,3/11/2022 19:30
DUBAIR.KHWAR,p7,35,3/11/2022 19:45
DUBAIR.KHWAR,p8,35,3/11/2022 20:15
DUBAIR.KHWAR,p9,35,3/11/2022 20:30
NEELUM.JEHLUM,p1,243,3/11/2022 17:45
NEELUM.JEHLUM,p2,243,3/11/2022 18:15
NEELUM.JEHLUM,p3,243,3/11/2022 18:30
NEELUM.JEHLUM,p4,250,3/11/2022 18:45
NEELUM.JEHLUM,p5,250,3/11/2022 19:15
NEELUM.JEHLUM,p6,250,3/11/2022 19:30
NEELUM.JEHLUM,p7,250,3/11/2022 19:45
NEELUM.JEHLUM,p8,250,3/11/2022 20:15
NEELUM.JEHLUM,p9,250,3/11/2022 20:30
GOLEN.GOL,p1,6,3/11/2022 17:45
GOLEN.GOL,p2,7,3/11/2022 18:15
GOLEN.GOL,p3,7,3/11/2022 18:30
GOLEN.GOL,p4,6,3/11/2022 18:45
GOLEN.GOL,p5,6,3/11/2022 19:15
GOLEN.GOL,p6,6,3/11/2022 19:30
GOLEN.GOL,p7,6,3/11/2022 19:45
GOLEN.GOL,p8,6,3/11/2022 20:15
GOLEN.GOL,p9,6,3/11/2022 20:30
JAMSHORO,p1,0,3/11/2022 17:45
JAMSHORO,p2,0,3/11/2022 18:15
JAMSHORO,p3,0,3/11/2022 18:30
JAMSHORO,p4,0,3/11/2022 18:45
JAMSHORO,p5,0,3/11/2022 19:15
JAMSHORO,p6,0,3/11/2022 19:30
JAMSHORO,p7,0,3/11/2022 19:45
JAMSHORO,p8,0,3/11/2022 20:15
JAMSHORO,p9,0,3/11/2022 20:30
KOTRI,p1,0,3/11/2022 17:45
KOTRI,p2,0,3/11/2022 18:15
KOTRI,p3,0,3/11/2022 18:30
KOTRI,p4,0,3/11/2022 18:45
KOTRI,p5,0,3/11/2022 19:15
KOTRI,p6,0,3/11/2022 19:30
KOTRI,p7,0,3/11/2022 19:45
KOTRI,p8,0,3/11/2022 20:15
KOTRI,p9,0,3/11/2022 20:30
LAKHRA,p1,0,3/11/2022 17:45
LAKHRA,p2,0,3/11/2022 18:15
LAKHRA,p3,0,3/11/2022 18:30
LAKHRA,p4,0,3/11/2022 18:45
LAKHRA,p5,0,3/11/2022 19:15
LAKHRA,p6,0,3/11/2022 19:30
LAKHRA,p7,0,3/11/2022 19:45
LAKHRA,p8,0,3/11/2022 20:15
LAKHRA,p9,0,3/11/2022 20:30
GUDDU...1.4,p1,0,3/11/2022 17:45
GUDDU...1.4,p2,0,3/11/2022 18:15
GUDDU...1.4,p3,0,3/11/2022 18:30
GUDDU...1.4,p4,0,3/11/2022 18:45
GUDDU...1.4,p5,0,3/11/2022 19:15
GUDDU...1.4,p6,0,3/11/2022 19:30
GUDDU...1.4,p7,0,3/11/2022 19:45
GUDDU...1.4,p8,0,3/11/2022 20:15
GUDDU...1.4,p9,0,3/11/2022 20:30
GUDDU...5.13,p1,230.2092,3/11/2022 17:45
GUDDU...5.13,p2,229.2254,3/11/2022 18:15
GUDDU...5.13,p3,229.2254,3/11/2022 18:30
GUDDU...5.13,p4,229.2254,3/11/2022 18:45
GUDDU...5.13,p5,229.2254,3/11/2022 19:15
GUDDU...5.13,p6,229.2254,3/11/2022 19:30
GUDDU...5.13,p7,229.2254,3/11/2022 19:45
GUDDU...5.13,p8,229.2254,3/11/2022 20:15
GUDDU...5.13,p9,229.2254,3/11/2022 20:30
GUDDU.747,p1,378,3/11/2022 17:45
GUDDU.747,p2,378,3/11/2022 18:15
GUDDU.747,p3,378,3/11/2022 18:30
GUDDU.747,p4,378,3/11/2022 18:45
GUDDU.747,p5,378,3/11/2022 19:15
GUDDU.747,p6,378,3/11/2022 19:30
GUDDU.747,p7,378,3/11/2022 19:45
GUDDU.747,p8,378,3/11/2022 20:15
GUDDU.747,p9,378,3/11/2022 20:30
QUETTA,p1,0,3/11/2022 17:45
QUETTA,p2,0,3/11/2022 18:15
QUETTA,p3,0,3/11/2022 18:30
QUETTA,p4,0,3/11/2022 18:45
QUETTA,p5,0,3/11/2022 19:15
QUETTA,p6,0,3/11/2022 19:30
QUETTA,p7,0,3/11/2022 19:45
QUETTA,p8,0,3/11/2022 20:15
QUETTA,p9,0,3/11/2022 20:30
MUZAFFARGARH,p1,0,3/11/2022 17:45
MUZAFFARGARH,p2,0,3/11/2022 18:15
MUZAFFARGARH,p3,0,3/11/2022 18:30
MUZAFFARGARH,p4,0,3/11/2022 18:45
MUZAFFARGARH,p5,0,3/11/2022 19:15
MUZAFFARGARH,p6,0,3/11/2022 19:30
MUZAFFARGARH,p7,0,3/11/2022 19:45
MUZAFFARGARH,p8,0,3/11/2022 20:15
MUZAFFARGARH,p9,0,3/11/2022 20:30
MULTAN,p1,0,3/11/2022 17:45
MULTAN,p2,0,3/11/2022 18:15
MULTAN,p3,0,3/11/2022 18:30
MULTAN,p4,0,3/11/2022 18:45
MULTAN,p5,0,3/11/2022 19:15
MULTAN,p6,0,3/11/2022 19:30
MULTAN,p7,0,3/11/2022 19:45
MULTAN,p8,0,3/11/2022 20:15
MULTAN,p9,0,3/11/2022 20:30
GTPS.FAISALABAD,p1,0,3/11/2022 17:45
GTPS.FAISALABAD,p2,0,3/11/2022 18:15
GTPS.FAISALABAD,p3,0,3/11/2022 18:30
GTPS.FAISALABAD,p4,0,3/11/2022 18:45
GTPS.FAISALABAD,p5,0,3/11/2022 19:15
GTPS.FAISALABAD,p6,0,3/11/2022 19:30
GTPS.FAISALABAD,p7,0,3/11/2022 19:45
GTPS.FAISALABAD,p8,0,3/11/2022 20:15
