name,peak_no,peak_values,Time
NEW.BONG.ESCAPE,p3,78,3/7/2022 17:45
NEW.BONG.ESCAPE,p4,78,3/7/2022 18:15
NEW.BONG.ESCAPE,p5,78,3/7/2022 18:30
NEW.BONG.ESCAPE,p6,78,3/7/2022 18:45
NEW.BONG.ESCAPE,p7,78,3/7/2022 19:15
NEW.BONG.ESCAPE,p8,79,3/7/2022 19:30
NEW.BONG.ESCAPE,p9,79,3/7/2022 19:45
PATRIND,p1,39,3/7/2022 17:15
PATRIND,p2,39,3/7/2022 17:30
PATRIND,p3,39,3/7/2022 17:45
PATRIND,p4,36,3/7/2022 18:15
PATRIND,p5,35,3/7/2022 18:30
PATRIND,p6,35,3/7/2022 18:45
PATRIND,p7,33,3/7/2022 19:15
PATRIND,p8,33,3/7/2022 19:30
PATRIND,p9,33,3/7/2022 19:45
DARAL.KHWAR..BEHREN.,p1,6,3/7/2022 17:15
DARAL.KHWAR..BEHREN.,p2,6,3/7/2022 17:30
DARAL.KHWAR..BEHREN.,p3,6,3/7/2022 17:45
DARAL.KHWAR..BEHREN.,p4,6,3/7/2022 18:15
DARAL.KHWAR..BEHREN.,p5,6,3/7/2022 18:30
DARAL.KHWAR..BEHREN.,p6,6,3/7/2022 18:45
DARAL.KHWAR..BEHREN.,p7,6,3/7/2022 19:15
DARAL.KHWAR..BEHREN.,p8,6,3/7/2022 19:30
DARAL.KHWAR..BEHREN.,p9,6,3/7/2022 19:45
GUL.PUR,p1,102,3/7/2022 17:15
GUL.PUR,p2,102,3/7/2022 17:30
GUL.PUR,p3,102,3/7/2022 17:45
GUL.PUR,p4,102,3/7/2022 18:15
GUL.PUR,p5,102,3/7/2022 18:30
GUL.PUR,p6,102,3/7/2022 18:45
GUL.PUR,p7,102,3/7/2022 19:15
GUL.PUR,p8,102,3/7/2022 19:30
GUL.PUR,p9,102,3/7/2022 19:45
KAPCO,p1,0,3/7/2022 17:15
KAPCO,p2,0,3/7/2022 17:30
KAPCO,p3,0,3/7/2022 17:45
KAPCO,p4,0,3/7/2022 18:15
KAPCO,p5,0,3/7/2022 18:30
KAPCO,p6,0,3/7/2022 18:45
KAPCO,p7,0,3/7/2022 19:15
KAPCO,p8,0,3/7/2022 19:30
KAPCO,p9,0,3/7/2022 19:45
HUBCO,p1,0,3/7/2022 17:15
HUBCO,p2,0,3/7/2022 17:30
HUBCO,p3,0,3/7/2022 17:45
HUBCO,p4,0,3/7/2022 18:15
HUBCO,p5,0,3/7/2022 18:30
HUBCO,p6,0,3/7/2022 18:45
HUBCO,p7,0,3/7/2022 19:15
HUBCO,p8,0,3/7/2022 19:30
HUBCO,p9,0,3/7/2022 19:45
KEL,p1,90,3/7/2022 17:15
KEL,p2,90,3/7/2022 17:30
KEL,p3,91,3/7/2022 17:45
KEL,p4,91,3/7/2022 18:15
KEL,p5,91,3/7/2022 18:30
KEL,p6,91,3/7/2022 18:45
KEL,p7,60,3/7/2022 19:15
KEL,p8,34,3/7/2022 19:30
KEL,p9,10,3/7/2022 19:45
AES.LALPIR,p1,0,3/7/2022 17:15
AES.LALPIR,p2,0,3/7/2022 17:30
AES.LALPIR,p3,0,3/7/2022 17:45
AES.LALPIR,p4,0,3/7/2022 18:15
AES.LALPIR,p5,0,3/7/2022 18:30
AES.LALPIR,p6,0,3/7/2022 18:45
AES.LALPIR,p7,0,3/7/2022 19:15
AES.LALPIR,p8,0,3/7/2022 19:30
AES.LALPIR,p9,0,3/7/2022 19:45
AES.PAKGEN,p1,0,3/7/2022 17:15
AES.PAKGEN,p2,0,3/7/2022 17:30
AES.PAKGEN,p3,0,3/7/2022 17:45
AES.PAKGEN,p4,0,3/7/2022 18:15
AES.PAKGEN,p5,0,3/7/2022 18:30
AES.PAKGEN,p6,0,3/7/2022 18:45
AES.PAKGEN,p7,0,3/7/2022 19:15
AES.PAKGEN,p8,0,3/7/2022 19:30
AES.PAKGEN,p9,0,3/7/2022 19:45
SEPCOL,p1,0,3/7/2022 17:15
SEPCOL,p2,0,3/7/2022 17:30
SEPCOL,p3,0,3/7/2022 17:45
SEPCOL,p4,0,3/7/2022 18:15
SEPCOL,p5,0,3/7/2022 18:30
SEPCOL,p6,0,3/7/2022 18:45
SEPCOL,p7,0,3/7/2022 19:15
SEPCOL,p8,0,3/7/2022 19:30
SEPCOL,p9,0,3/7/2022 19:45
HCPC,p1,0,3/7/2022 17:15
HCPC,p2,0,3/7/2022 17:30
HCPC,p3,0,3/7/2022 17:45
HCPC,p4,0,3/7/2022 18:15
HCPC,p5,0,3/7/2022 18:30
HCPC,p6,0,3/7/2022 18:45
HCPC,p7,0,3/7/2022 19:15
HCPC,p8,0,3/7/2022 19:30
HCPC,p9,0,3/7/2022 19:45
UCH,p1,530,3/7/2022 17:15
UCH,p2,537,3/7/2022 17:30
UCH,p3,535,3/7/2022 17:45
UCH,p4,533,3/7/2022 18:15
UCH,p5,528,3/7/2022 18:30
UCH,p6,530,3/7/2022 18:45
UCH,p7,533,3/7/2022 19:15
UCH,p8,532,3/7/2022 19:30
UCH,p9,532,3/7/2022 19:45
ROUSCH,p1,0,3/7/2022 17:15
ROUSCH,p2,0,3/7/2022 17:30
ROUSCH,p3,0,3/7/2022 17:45
ROUSCH,p4,0,3/7/2022 18:15
ROUSCH,p5,0,3/7/2022 18:30
ROUSCH,p6,0,3/7/2022 18:45
ROUSCH,p7,0,3/7/2022 19:15
ROUSCH,p8,0,3/7/2022 19:30
ROUSCH,p9,0,3/7/2022 19:45
FKPCL,p1,0,3/7/2022 17:15
FKPCL,p2,0,3/7/2022 17:30
FKPCL,p3,0,3/7/2022 17:45
FKPCL,p4,0,3/7/2022 18:15
FKPCL,p5,0,3/7/2022 18:30
FKPCL,p6,0,3/7/2022 18:45
FKPCL,p7,0,3/7/2022 19:15
FKPCL,p8,0,3/7/2022 19:30
FKPCL,p9,0,3/7/2022 19:45
SABA,p1,121,3/7/2022 17:15
SABA,p2,121,3/7/2022 17:30
SABA,p3,121,3/7/2022 17:45
SABA,p4,121,3/7/2022 18:15
SABA,p5,121,3/7/2022 18:30
SABA,p6,121,3/7/2022 18:45
SABA,p7,121,3/7/2022 19:15
SABA,p8,121,3/7/2022 19:30
SABA,p9,115,3/7/2022 19:45
JAPAN,p1,0,3/7/2022 17:15
JAPAN,p2,0,3/7/2022 17:30
JAPAN,p3,0,3/7/2022 17:45
JAPAN,p4,0,3/7/2022 18:15
JAPAN,p5,0,3/7/2022 18:30
JAPAN,p6,0,3/7/2022 18:45
JAPAN,p7,0,3/7/2022 19:15
JAPAN,p8,0,3/7/2022 19:30
JAPAN,p9,0,3/7/2022 19:45
LIBERTY.POWER,p1,0,3/7/2022 17:15
LIBERTY.POWER,p2,0,3/7/2022 17:30
LIBERTY.POWER,p3,0,3/7/2022 17:45
LIBERTY.POWER,p4,0,3/7/2022 18:15
LIBERTY.POWER,p5,0,3/7/2022 18:30
LIBERTY.POWER,p6,0,3/7/2022 18:45
LIBERTY.POWER,p7,0,3/7/2022 19:15
LIBERTY.POWER,p8,0,3/7/2022 19:30
LIBERTY.POWER,p9,0,3/7/2022 19:45
AEL,p1,0,3/7/2022 17:15
AEL,p2,0,3/7/2022 17:30
AEL,p3,0,3/7/2022 17:45
AEL,p4,0,3/7/2022 18:15
AEL,p5,0,3/7/2022 18:30
AEL,p6,0,3/7/2022 18:45
AEL,p7,0,3/7/2022 19:15
AEL,p8,0,3/7/2022 19:30
AEL,p9,0,3/7/2022 19:45
DAVIS,p1,0,3/7/2022 17:15
DAVIS,p2,0,3/7/2022 17:30
DAVIS,p3,0,3/7/2022 17:45
DAVIS,p4,0,3/7/2022 18:15
DAVIS,p5,0,3/7/2022 18:30
DAVIS,p6,0,3/7/2022 18:45
DAVIS,p7,0,3/7/2022 19:15
DAVIS,p8,0,3/7/2022 19:30
DAVIS,p9,0,3/7/2022 19:45
AGL,p1,0,3/7/2022 17:15
AGL,p2,0,3/7/2022 17:30
AGL,p3,0,3/7/2022 17:45
AGL,p4,0,3/7/2022 18:15
AGL,p5,0,3/7/2022 18:30
AGL,p6,0,3/7/2022 18:45
AGL,p7,0,3/7/2022 19:15
AGL,p8,0,3/7/2022 19:30
AGL,p9,0,3/7/2022 19:45
ATLAS,p1,169,3/7/2022 17:15
ATLAS,p2,170,3/7/2022 17:30
ATLAS,p3,171,3/7/2022 17:45
ATLAS,p4,172,3/7/2022 18:15
ATLAS,p5,172,3/7/2022 18:30
ATLAS,p6,172,3/7/2022 18:45
ATLAS,p7,173,3/7/2022 19:15
ATLAS,p8,173,3/7/2022 19:30
ATLAS,p9,173,3/7/2022 19:45
ENGRO,p1,0,3/7/2022 17:15
ENGRO,p2,0,3/7/2022 17:30
ENGRO,p3,0,3/7/2022 17:45
ENGRO,p4,0,3/7/2022 18:15
ENGRO,p5,0,3/7/2022 18:30
ENGRO,p6,0,3/7/2022 18:45
ENGRO,p7,0,3/7/2022 19:15
ENGRO,p8,0,3/7/2022 19:30
ENGRO,p9,0,3/7/2022 19:45
SAIF,p1,0,3/7/2022 17:15
SAIF,p2,0,3/7/2022 17:30
SAIF,p3,0,3/7/2022 17:45
SAIF,p4,0,3/7/2022 18:15
SAIF,p5,0,3/7/2022 18:30
SAIF,p6,0,3/7/2022 18:45
SAIF,p7,0,3/7/2022 19:15
SAIF,p8,0,3/7/2022 19:30
SAIF,p9,0,3/7/2022 19:45
ORIENT,p1,0,3/7/2022 17:15
ORIENT,p2,0,3/7/2022 17:30
ORIENT,p3,0,3/7/2022 17:45
ORIENT,p4,0,3/7/2022 18:15
ORIENT,p5,0,3/7/2022 18:30
ORIENT,p6,0,3/7/2022 18:45
ORIENT,p7,0,3/7/2022 19:15
ORIENT,p8,0,3/7/2022 19:30
ORIENT,p9,0,3/7/2022 19:45
NISHAT.POWER,p1,0,3/7/2022 17:15
NISHAT.POWER,p2,0,3/7/2022 17:30
NISHAT.POWER,p3,0,3/7/2022 17:45
NISHAT.POWER,p4,0,3/7/2022 18:15
NISHAT.POWER,p5,0,3/7/2022 18:30
NISHAT.POWER,p6,0,3/7/2022 18:45
NISHAT.POWER,p7,0,3/7/2022 19:15
NISHAT.POWER,p8,0,3/7/2022 19:30
NISHAT.POWER,p9,0,3/7/2022 19:45
NISHAT.CHUNIAN,p1,0,3/7/2022 17:15
NISHAT.CHUNIAN,p2,0,3/7/2022 17:30
NISHAT.CHUNIAN,p3,0,3/7/2022 17:45
NISHAT.CHUNIAN,p4,0,3/7/2022 18:15
NISHAT.CHUNIAN,p5,0,3/7/2022 18:30
NISHAT.CHUNIAN,p6,0,3/7/2022 18:45
NISHAT.CHUNIAN,p7,0,3/7/2022 19:15
NISHAT.CHUNIAN,p8,0,3/7/2022 19:30
NISHAT.CHUNIAN,p9,0,3/7/2022 19:45
FOUNDATION,p1,165,3/7/2022 17:15
FOUNDATION,p2,166,3/7/2022 17:30
FOUNDATION,p3,165,3/7/2022 17:45
FOUNDATION,p4,167,3/7/2022 18:15
FOUNDATION,p5,166,3/7/2022 18:30
FOUNDATION,p6,165,3/7/2022 18:45
FOUNDATION,p7,167,3/7/2022 19:15
FOUNDATION,p8,166,3/7/2022 19:30
FOUNDATION,p9,167,3/7/2022 19:45
SAPPHIRE,p1,0,3/7/2022 17:15
SAPPHIRE,p2,0,3/7/2022 17:30
SAPPHIRE,p3,0,3/7/2022 17:45
SAPPHIRE,p4,0,3/7/2022 18:15
SAPPHIRE,p5,0,3/7/2022 18:30
SAPPHIRE,p6,0,3/7/2022 18:45
SAPPHIRE,p7,0,3/7/2022 19:15
SAPPHIRE,p8,0,3/7/2022 19:30
SAPPHIRE,p9,0,3/7/2022 19:45
LIBERTY.TECH.,p1,188,3/7/2022 17:15
LIBERTY.TECH.,p2,193,3/7/2022 17:30
LIBERTY.TECH.,p3,196,3/7/2022 17:45
LIBERTY.TECH.,p4,197,3/7/2022 18:15
LIBERTY.TECH.,p5,197,3/7/2022 18:30
LIBERTY.TECH.,p6,197,3/7/2022 18:45
LIBERTY.TECH.,p7,197,3/7/2022 19:15
LIBERTY.TECH.,p8,197,3/7/2022 19:30
LIBERTY.TECH.,p9,137,3/7/2022 19:45
HUBCO.NAROWAL,p1,145,3/7/2022 17:15
HUBCO.NAROWAL,p2,150,3/7/2022 17:30
HUBCO.NAROWAL,p3,150,3/7/2022 17:45
HUBCO.NAROWAL,p4,155,3/7/2022 18:15
HUBCO.NAROWAL,p5,155,3/7/2022 18:30
HUBCO.NAROWAL,p6,155,3/7/2022 18:45
HUBCO.NAROWAL,p7,100,3/7/2022 19:15
HUBCO.NAROWAL,p8,25,3/7/2022 19:30
HUBCO.NAROWAL,p9,0,3/7/2022 19:45
HALMORE,p1,0,3/7/2022 17:15
HALMORE,p2,0,3/7/2022 17:30
HALMORE,p3,0,3/7/2022 17:45
HALMORE,p4,0,3/7/2022 18:15
HALMORE,p5,0,3/7/2022 18:30
HALMORE,p6,0,3/7/2022 18:45
HALMORE,p7,0,3/7/2022 19:15
HALMORE,p8,0,3/7/2022 19:30
HALMORE,p9,0,3/7/2022 19:45
UCH.II,p1,366,3/7/2022 17:15
UCH.II,p2,369,3/7/2022 17:30
UCH.II,p3,370,3/7/2022 17:45
UCH.II,p4,368,3/7/2022 18:15
UCH.II,p5,370,3/7/2022 18:30
UCH.II,p6,371,3/7/2022 18:45
UCH.II,p7,372,3/7/2022 19:15
UCH.II,p8,370,3/7/2022 19:30
UCH.II,p9,370,3/7/2022 19:45
BHIKKI..QATPL.,p1,551,3/7/2022 17:15
BHIKKI..QATPL.,p2,552,3/7/2022 17:30
BHIKKI..QATPL.,p3,555,3/7/2022 17:45
BHIKKI..QATPL.,p4,552,3/7/2022 18:15
BHIKKI..QATPL.,p5,554,3/7/2022 18:30
BHIKKI..QATPL.,p6,555,3/7/2022 18:45
BHIKKI..QATPL.,p7,552,3/7/2022 19:15
BHIKKI..QATPL.,p8,555,3/7/2022 19:30
BHIKKI..QATPL.,p9,552,3/7/2022 19:45
SAHIWAL..COAL..HSR.,p1,1252,3/7/2022 17:15
SAHIWAL..COAL..HSR.,p2,1252,3/7/2022 17:30
SAHIWAL..COAL..HSR.,p3,1254,3/7/2022 17:45
SAHIWAL..COAL..HSR.,p4,1254,3/7/2022 18:15
SAHIWAL..COAL..HSR.,p5,1251,3/7/2022 18:30
SAHIWAL..COAL..HSR.,p6,1254,3/7/2022 18:45
SAHIWAL..COAL..HSR.,p7,1252,3/7/2022 19:15
SAHIWAL..COAL..HSR.,p8,1253,3/7/2022 19:30
SAHIWAL..COAL..HSR.,p9,1253,3/7/2022 19:45
H.B.SHAH,p1,755,3/7/2022 17:15
H.B.SHAH,p2,756,3/7/2022 17:30
H.B.SHAH,p3,800,3/7/2022 17:45
H.B.SHAH,p4,754,3/7/2022 18:15
H.B.SHAH,p5,806,3/7/2022 18:30
H.B.SHAH,p6,804,3/7/2022 18:45
H.B.SHAH,p7,809,3/7/2022 19:15
H.B.SHAH,p8,804,3/7/2022 19:30
H.B.SHAH,p9,804,3/7/2022 19:45
RESHMA.POWER,p1,0,3/7/2022 17:15
RESHMA.POWER,p2,0,3/7/2022 17:30
RESHMA.POWER,p3,0,3/7/2022 17:45
RESHMA.POWER,p4,0,3/7/2022 18:15
RESHMA.POWER,p5,0,3/7/2022 18:30
RESHMA.POWER,p6,0,3/7/2022 18:45
RESHMA.POWER,p7,0,3/7/2022 19:15
RESHMA.POWER,p8,0,3/7/2022 19:30
RESHMA.POWER,p9,0,3/7/2022 19:45
GULF.POWER,p1,0,3/7/2022 17:15
GULF.POWER,p2,0,3/7/2022 17:30
GULF.POWER,p3,0,3/7/2022 17:45
GULF.POWER,p4,0,3/7/2022 18:15
GULF.POWER,p5,0,3/7/2022 18:30
GULF.POWER,p6,0,3/7/2022 18:45
GULF.POWER,p7,0,3/7/2022 19:15
GULF.POWER,p8,0,3/7/2022 19:30
GULF.POWER,p9,0,3/7/2022 19:45
BALLOKI,p1,714,3/7/2022 17:15
BALLOKI,p2,713,3/7/2022 17:30
BALLOKI,p3,714,3/7/2022 17:45
BALLOKI,p4,714,3/7/2022 18:15
BALLOKI,p5,771,3/7/2022 18:30
BALLOKI,p6,820,3/7/2022 18:45
BALLOKI,p7,815,3/7/2022 19:15
BALLOKI,p8,813,3/7/2022 19:30
BALLOKI,p9,813,3/7/2022 19:45
PORT.QASIM.COAL,p1,1247,3/7/2022 17:15
PORT.QASIM.COAL,p2,1247,3/7/2022 17:30
PORT.QASIM.COAL,p3,1245,3/7/2022 17:45
PORT.QASIM.COAL,p4,1250,3/7/2022 18:15
PORT.QASIM.COAL,p5,1247,3/7/2022 18:30
PORT.QASIM.COAL,p6,1250,3/7/2022 18:45
PORT.QASIM.COAL,p7,1248,3/7/2022 19:15
PORT.QASIM.COAL,p8,1247,3/7/2022 19:30
PORT.QASIM.COAL,p9,1249,3/7/2022 19:45
ENGRO.THAR.COAL,p1,0,3/7/2022 17:15
ENGRO.THAR.COAL,p2,0,3/7/2022 17:30
ENGRO.THAR.COAL,p3,0,3/7/2022 17:45
ENGRO.THAR.COAL,p4,0,3/7/2022 18:15
ENGRO.THAR.COAL,p5,0,3/7/2022 18:30
ENGRO.THAR.COAL,p6,0,3/7/2022 18:45
ENGRO.THAR.COAL,p7,0,3/7/2022 19:15
ENGRO.THAR.COAL,p8,0,3/7/2022 19:30
ENGRO.THAR.COAL,p9,0,3/7/2022 19:45
CHINA.HUBCO.COAL,p1,626,3/7/2022 17:15
CHINA.HUBCO.COAL,p2,628,3/7/2022 17:30
CHINA.HUBCO.COAL,p3,628,3/7/2022 17:45
CHINA.HUBCO.COAL,p4,627,3/7/2022 18:15
CHINA.HUBCO.COAL,p5,627,3/7/2022 18:30
CHINA.HUBCO.COAL,p6,629,3/7/2022 18:45
CHINA.HUBCO.COAL,p7,630,3/7/2022 19:15
CHINA.HUBCO.COAL,p8,625,3/7/2022 19:30
CHINA.HUBCO.COAL,p9,625,3/7/2022 19:45
LUCKY.COAL,p1,614,3/7/2022 17:15
LUCKY.COAL,p2,614,3/7/2022 17:30
LUCKY.COAL,p3,596,3/7/2022 17:45
LUCKY.COAL,p4,493,3/7/2022 18:15
LUCKY.COAL,p5,423,3/7/2022 18:30
LUCKY.COAL,p6,338,3/7/2022 18:45
LUCKY.COAL,p7,342,3/7/2022 19:15
LUCKY.COAL,p8,341,3/7/2022 19:30
LUCKY.COAL,p9,343,3/7/2022 19:45
JDW.II..SADIQ.ABAD.,p1,20,3/7/2022 17:15
JDW.II..SADIQ.ABAD.,p2,20,3/7/2022 17:30
JDW.II..SADIQ.ABAD.,p3,20,3/7/2022 17:45
JDW.II..SADIQ.ABAD.,p4,20,3/7/2022 18:15
JDW.II..SADIQ.ABAD.,p5,20,3/7/2022 18:30
JDW.II..SADIQ.ABAD.,p6,20,3/7/2022 18:45
JDW.II..SADIQ.ABAD.,p7,20,3/7/2022 19:15
JDW.II..SADIQ.ABAD.,p8,20,3/7/2022 19:30
JDW.II..SADIQ.ABAD.,p9,20,3/7/2022 19:45
JDW.III..GHOTKI.,p1,21,3/7/2022 17:15
JDW.III..GHOTKI.,p2,21,3/7/2022 17:30
JDW.III..GHOTKI.,p3,21,3/7/2022 17:45
JDW.III..GHOTKI.,p4,21,3/7/2022 18:15
JDW.III..GHOTKI.,p5,21,3/7/2022 18:30
JDW.III..GHOTKI.,p6,21,3/7/2022 18:45
JDW.III..GHOTKI.,p7,21,3/7/2022 19:15
JDW.III..GHOTKI.,p8,21,3/7/2022 19:30
JDW.III..GHOTKI.,p9,21,3/7/2022 19:45
RYKML,p1,19,3/7/2022 17:15
RYKML,p2,19,3/7/2022 17:30
RYKML,p3,19,3/7/2022 17:45
RYKML,p4,19,3/7/2022 18:15
RYKML,p5,19,3/7/2022 18:30
RYKML,p6,19,3/7/2022 18:45
RYKML,p7,19,3/7/2022 19:15
RYKML,p8,19,3/7/2022 19:30
RYKML,p9,19,3/7/2022 19:45
CHINIOT.POWER,p1,40,3/7/2022 17:15
CHINIOT.POWER,p2,40,3/7/2022 17:30
CHINIOT.POWER,p3,40,3/7/2022 17:45
CHINIOT.POWER,p4,39,3/7/2022 18:15
CHINIOT.POWER,p5,39,3/7/2022 18:30
CHINIOT.POWER,p6,39,3/7/2022 18:45
CHINIOT.POWER,p7,39,3/7/2022 19:15
CHINIOT.POWER,p8,39,3/7/2022 19:30
CHINIOT.POWER,p9,40,3/7/2022 19:45
FATIMA.ENERGY..FEL.,p1,35,3/7/2022 17:15
FATIMA.ENERGY..FEL.,p2,36,3/7/2022 17:30
FATIMA.ENERGY..FEL.,p3,37,3/7/2022 17:45
FATIMA.ENERGY..FEL.,p4,35,3/7/2022 18:15
FATIMA.ENERGY..FEL.,p5,35,3/7/2022 18:30
FATIMA.ENERGY..FEL.,p6,37,3/7/2022 18:45
FATIMA.ENERGY..FEL.,p7,34,3/7/2022 19:15
FATIMA.ENERGY..FEL.,p8,33,3/7/2022 19:30
FATIMA.ENERGY..FEL.,p9,32,3/7/2022 19:45
HAMZA.SUGAR,p1,13,3/7/2022 17:15
HAMZA.SUGAR,p2,14,3/7/2022 17:30
HAMZA.SUGAR,p3,13,3/7/2022 17:45
HAMZA.SUGAR,p4,13,3/7/2022 18:15
HAMZA.SUGAR,p5,13,3/7/2022 18:30
HAMZA.SUGAR,p6,14,3/7/2022 18:45
HAMZA.SUGAR,p7,13,3/7/2022 19:15
HAMZA.SUGAR,p8,13,3/7/2022 19:30
HAMZA.SUGAR,p9,14,3/7/2022 19:45
THALL.POWER..LAYYAH.,p1,20,3/7/2022 17:15
THALL.POWER..LAYYAH.,p2,20,3/7/2022 17:30
THALL.POWER..LAYYAH.,p3,20,3/7/2022 17:45
THALL.POWER..LAYYAH.,p4,21,3/7/2022 18:15
THALL.POWER..LAYYAH.,p5,19,3/7/2022 18:30
THALL.POWER..LAYYAH.,p6,20,3/7/2022 18:45
THALL.POWER..LAYYAH.,p7,21,3/7/2022 19:15
THALL.POWER..LAYYAH.,p8,21,3/7/2022 19:30
THALL.POWER..LAYYAH.,p9,20,3/7/2022 19:45
ALMOIZ.INDUSTRIES.LIMITED,p1,0,3/7/2022 17:15
ALMOIZ.INDUSTRIES.LIMITED,p2,0,3/7/2022 17:30
ALMOIZ.INDUSTRIES.LIMITED,p3,0,3/7/2022 17:45
ALMOIZ.INDUSTRIES.LIMITED,p4,0,3/7/2022 18:15
ALMOIZ.INDUSTRIES.LIMITED,p5,0,3/7/2022 18:30
ALMOIZ.INDUSTRIES.LIMITED,p6,0,3/7/2022 18:45
ALMOIZ.INDUSTRIES.LIMITED,p7,0,3/7/2022 19:15
ALMOIZ.INDUSTRIES.LIMITED,p8,0,3/7/2022 19:30
ALMOIZ.INDUSTRIES.LIMITED,p9,0,3/7/2022 19:45
CHANAR.ENERGY.LIMITED,p1,16,3/7/2022 17:15
CHANAR.ENERGY.LIMITED,p2,16,3/7/2022 17:30
CHANAR.ENERGY.LIMITED,p3,16,3/7/2022 17:45
CHANAR.ENERGY.LIMITED,p4,16,3/7/2022 18:15
CHANAR.ENERGY.LIMITED,p5,13,3/7/2022 18:30
CHANAR.ENERGY.LIMITED,p6,16,3/7/2022 18:45
CHANAR.ENERGY.LIMITED,p7,16,3/7/2022 19:15
CHANAR.ENERGY.LIMITED,p8,16,3/7/2022 19:30
CHANAR.ENERGY.LIMITED,p9,16,3/7/2022 19:45
CHASHNUPP...I,p1,304,3/7/2022 17:15
CHASHNUPP...I,p2,304,3/7/2022 17:30
CHASHNUPP...I,p3,304,3/7/2022 17:45
CHASHNUPP...I,p4,304,3/7/2022 18:15
CHASHNUPP...I,p5,304,3/7/2022 18:30
CHASHNUPP...I,p6,304,3/7/2022 18:45
CHASHNUPP...I,p7,304,3/7/2022 19:15
CHASHNUPP...I,p8,304,3/7/2022 19:30
CHASHNUPP...I,p9,304,3/7/2022 19:45
CHASHNUPP.II,p1,314,3/7/2022 17:15
CHASHNUPP.II,p2,314,3/7/2022 17:30
CHASHNUPP.II,p3,314,3/7/2022 17:45
CHASHNUPP.II,p4,314,3/7/2022 18:15
CHASHNUPP.II,p5,314,3/7/2022 18:30
CHASHNUPP.II,p6,314,3/7/2022 18:45
CHASHNUPP.II,p7,314,3/7/2022 19:15
CHASHNUPP.II,p8,314,3/7/2022 19:30
CHASHNUPP.II,p9,314,3/7/2022 19:45
CHASHNUPP.III,p1,235,3/7/2022 17:15
CHASHNUPP.III,p2,235,3/7/2022 17:30
CHASHNUPP.III,p3,235,3/7/2022 17:45
CHASHNUPP.III,p4,235,3/7/2022 18:15
CHASHNUPP.III,p5,235,3/7/2022 18:30
CHASHNUPP.III,p6,235,3/7/2022 18:45
CHASHNUPP.III,p7,235,3/7/2022 19:15
CHASHNUPP.III,p8,235,3/7/2022 19:30
CHASHNUPP.III,p9,235,3/7/2022 19:45
CHASHNUPP.IV,p1,318,3/7/2022 17:15
CHASHNUPP.IV,p2,318,3/7/2022 17:30
CHASHNUPP.IV,p3,318,3/7/2022 17:45
CHASHNUPP.IV,p4,318,3/7/2022 18:15
CHASHNUPP.IV,p5,318,3/7/2022 18:30
CHASHNUPP.IV,p6,318,3/7/2022 18:45
CHASHNUPP.IV,p7,318,3/7/2022 19:15
CHASHNUPP.IV,p8,318,3/7/2022 19:30
CHASHNUPP.IV,p9,318,3/7/2022 19:45
K.2,p1,1044,3/7/2022 17:15
K.2,p2,1042,3/7/2022 17:30
K.2,p3,1041,3/7/2022 17:45
K.2,p4,1043,3/7/2022 18:15
K.2,p5,1043,3/7/2022 18:30
K.2,p6,1042,3/7/2022 18:45
K.2,p7,1042,3/7/2022 19:15
K.2,p8,1042,3/7/2022 19:30
K.2,p9,1043,3/7/2022 19:45
K.3,p1,80,3/7/2022 17:15
K.3,p2,80,3/7/2022 17:30
K.3,p3,80,3/7/2022 17:45
K.3,p4,81,3/7/2022 18:15
K.3,p5,81,3/7/2022 18:30
K.3,p6,80,3/7/2022 18:45
K.3,p7,80,3/7/2022 19:15
K.3,p8,80,3/7/2022 19:30
K.3,p9,79,3/7/2022 19:45
QUAID.AZAM.SOLAR,p1,10,3/7/2022 17:15
QUAID.AZAM.SOLAR,p2,7,3/7/2022 17:30
QUAID.AZAM.SOLAR,p3,3,3/7/2022 17:45
QUAID.AZAM.SOLAR,p4,0,3/7/2022 18:15
QUAID.AZAM.SOLAR,p5,0,3/7/2022 18:30
QUAID.AZAM.SOLAR,p6,0,3/7/2022 18:45
QUAID.AZAM.SOLAR,p7,0,3/7/2022 19:15
QUAID.AZAM.SOLAR,p8,0,3/7/2022 19:30
QUAID.AZAM.SOLAR,p9,0,3/7/2022 19:45
APPOLO.SOLAR,p1,11,3/7/2022 17:15
APPOLO.SOLAR,p2,7,3/7/2022 17:30
APPOLO.SOLAR,p3,3,3/7/2022 17:45
APPOLO.SOLAR,p4,0,3/7/2022 18:15
APPOLO.SOLAR,p5,0,3/7/2022 18:30
APPOLO.SOLAR,p6,0,3/7/2022 18:45
APPOLO.SOLAR,p7,0,3/7/2022 19:15
APPOLO.SOLAR,p8,0,3/7/2022 19:30
APPOLO.SOLAR,p9,0,3/7/2022 19:45
BEST.GREEN.SOLAR,p1,11,3/7/2022 17:15
BEST.GREEN.SOLAR,p2,7,3/7/2022 17:30
BEST.GREEN.SOLAR,p3,3,3/7/2022 17:45
BEST.GREEN.SOLAR,p4,0,3/7/2022 18:15
BEST.GREEN.SOLAR,p5,0,3/7/2022 18:30
BEST.GREEN.SOLAR,p6,0,3/7/2022 18:45
BEST.GREEN.SOLAR,p7,0,3/7/2022 19:15
BEST.GREEN.SOLAR,p8,0,3/7/2022 19:30
BEST.GREEN.SOLAR,p9,0,3/7/2022 19:45
CREST.ENERGY.SOLAR,p1,11,3/7/2022 17:15
