Time,name,time_range_one,max_1,min_1,average,time_range_two,max_2,min_2,time_range_three,max_3,min_3
2022-03-07,TARBELA,0100----2400,850,80,429.878787878788,0100----1600,656,80,1700---2400,850,290
2022-03-07,TARBELA.Ext.4,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,MANGLA,0100----2400,575,418,517.787878787879,0100----1600,575,418,1700---2400,574,574
2022-03-07,GHAZI.BROTHA,0100----2400,810,0,392.121212121212,0100----1600,580,0,1700---2400,810,0
2022-03-07,WARSAK,0100----2400,154,25,51.6666666666667,0100----1600,35,25,1700---2400,154,30
2022-03-07,CHASHMA,0100----2400,64,34,42.6060606060606,0100----1600,64,34,1700---2400,41,35
2022-03-07,JINNAH.HYDEL,0100----2400,24,12,15.9393939393939,0100----1600,24,12,1700---2400,20,12
2022-03-07,ALLAI.KHWAR,0100----2400,121,30,68.2121212121212,0100----1600,40,30,1700---2400,121,40
2022-03-07,KHAN.KHWAR,0100----2400,68,34,54.7272727272727,0100----1600,68,38,1700---2400,68,34
2022-03-07,DUBAIR.KHWAR,0100----2400,35,0,31.8181818181818,0100----1600,35,0,1700---2400,35,35
2022-03-07,NEELUM.JEHLUM,0100----2400,310,121,248.484848484848,0100----1600,310,121,1700---2400,280,260
2022-03-07,GOLEN.GOL,0100----2400,7,6,6.21212121212121,0100----1600,6,6,1700---2400,7,6
2022-03-07,JAMSHORO,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,KOTRI,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,LAKHRA,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,GUDDU...1.4,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,GUDDU...5.13,0100----2400,235.1282,188.8896,207.492363636364,0100----1600,235.1282,192.8248,1700---2400,231.193,188.8896
2022-03-07,GUDDU.747,0100----2400,390,0,232.424242424242,0100----1600,390,0,1700---2400,386,70
2022-03-07,QUETTA,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,MUZAFFARGARH,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,MULTAN,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,GTPS.FAISALABAD,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,SPS.FBD,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,SHAHDARA,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,NANDI.PUR,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,JAGRAN,0100----2400,5,0,2.57575757575758,0100----1600,0,0,1700---2400,5,5
2022-03-07,MALAKAND...III,0100----2400,26,21,23.2424242424242,0100----1600,26,21,1700---2400,23,21
2022-03-07,NEW.BONG.ESCAPE,0100----2400,79,56,71.8181818181818,0100----1600,79,56,1700---2400,78,78
2022-03-07,PATRIND,0100----2400,50,0,33.7575757575758,0100----1600,50,0,1700---2400,41,33
2022-03-07,DARAL.KHWAR..BEHREN.,0100----2400,6,6,6,0100----1600,6,6,1700---2400,6,6
2022-03-07,GUL.PUR,0100----2400,102,35,81.7878787878788,0100----1600,102,35,1700---2400,102,102
2022-03-07,KAPCO,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,HUBCO,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,KEL,0100----2400,101,0,47.7272727272727,0100----1600,101,0,1700---2400,92,0
2022-03-07,AES.LALPIR,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,AES.PAKGEN,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,SEPCOL,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,HCPC,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,UCH,0100----2400,540,308,491.030303030303,0100----1600,538,308,1700---2400,540,532
2022-03-07,ROUSCH,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,FKPCL,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,SABA,0100----2400,121,0,63.3333333333333,0100----1600,121,0,1700---2400,121,0
2022-03-07,JAPAN,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,LIBERTY.POWER,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,AEL,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,DAVIS,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,AGL,0100----2400,110,0,13.7272727272727,0100----1600,110,0,1700---2400,0,0
2022-03-07,ATLAS,0100----2400,175,0,112.636363636364,0100----1600,163,0,1700---2400,175,0
2022-03-07,ENGRO,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,SAIF,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,ORIENT,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,NISHAT.POWER,0100----2400,105,0,12.3333333333333,0100----1600,105,0,1700---2400,0,0
2022-03-07,NISHAT.CHUNIAN,0100----2400,186,0,25.2424242424242,0100----1600,186,0,1700---2400,0,0
2022-03-07,FOUNDATION,0100----2400,171,80,155.969696969697,0100----1600,171,80,1700---2400,168,166
2022-03-07,SAPPHIRE,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,LIBERTY.TECH.,0100----2400,197,0,105.393939393939,0100----1600,183,0,1700---2400,197,0
2022-03-07,HUBCO.NAROWAL,0100----2400,155,0,69.6060606060606,0100----1600,110,0,1700---2400,155,0
2022-03-07,HALMORE,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,UCH.II,0100----2400,379,178,329.090909090909,0100----1600,379,178,1700---2400,377,369
2022-03-07,BHIKKI..QATPL.,0100----2400,561,547,554.757575757576,0100----1600,560,550,1700---2400,561,547
2022-03-07,SAHIWAL..COAL..HSR.,0100----2400,1255,665,1117.81818181818,0100----1600,1255,665,1700---2400,1255,666
2022-03-07,H.B.SHAH,0100----2400,898,703,785.606060606061,0100----1600,856,703,1700---2400,898,754
2022-03-07,RESHMA.POWER,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,GULF.POWER,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,BALLOKI,0100----2400,854,710,773.030303030303,0100----1600,828,710,1700---2400,854,714
2022-03-07,PORT.QASIM.COAL,0100----2400,1255,661,1158.09090909091,0100----1600,1255,661,1700---2400,1251,1166
2022-03-07,ENGRO.THAR.COAL,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,CHINA.HUBCO.COAL,0100----2400,630,276,558.545454545455,0100----1600,629,276,1700---2400,630,403
2022-03-07,LUCKY.COAL,0100----2400,614,321,440.272727272727,0100----1600,576,355,1700---2400,607,321
2022-03-07,JDW.II..SADIQ.ABAD.,0100----2400,21,16,19.9090909090909,0100----1600,21,16,1700---2400,20,19
2022-03-07,JDW.III..GHOTKI.,0100----2400,21,19,20.7272727272727,0100----1600,21,19,1700---2400,21,21
2022-03-07,RYKML,0100----2400,20,19,19.0606060606061,0100----1600,20,19,1700---2400,19,19
2022-03-07,CHINIOT.POWER,0100----2400,41,39,40,0100----1600,41,40,1700---2400,40,39
2022-03-07,FATIMA.ENERGY..FEL.,0100----2400,38,30,33.969696969697,0100----1600,38,30,1700---2400,38,32
2022-03-07,HAMZA.SUGAR,0100----2400,14,13,13.4848484848485,0100----1600,14,13,1700---2400,14,13
2022-03-07,THALL.POWER..LAYYAH.,0100----2400,21,19,20,0100----1600,21,19,1700---2400,21,19
2022-03-07,ALMOIZ.INDUSTRIES.LIMITED,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-07,CHANAR.ENERGY.LIMITED,0100----2400,17,13,16.0909090909091,0100----1600,17,16,1700---2400,17,16
2022-03-07,CHASHNUPP...I,0100----2400,304,239,295.939393939394,0100----1600,304,239,1700---2400,304,304
2022-03-07,CHASHNUPP.II,0100----2400,314,249,305.515151515152,0100----1600,314,249,1700---2400,314,314
2022-03-07,CHASHNUPP.III,0100----2400,237,235,235.909090909091,0100----1600,237,235,1700---2400,235,235
2022-03-07,CHASHNUPP.IV,0100----2400,321,253,309.333333333333,0100----1600,321,253,1700---2400,318,318
2022-03-07,K.2,0100----2400,1044,1040,1041.78787878788,0100----1600,1044,1040,1700---2400,1043,1040
2022-03-07,K.3,0100----2400,85,0,54.969696969697,0100----1600,85,0,1700---2400,82,27
2022-03-07,QUAID.AZAM.SOLAR,0100----2400,78,0,16.0606060606061,0100----1600,78,0,1700---2400,15,0
2022-03-07,APPOLO.SOLAR,0100----2400,80,0,15.1212121212121,0100----1600,80,0,1700---2400,16,0
2022-03-07,BEST.GREEN.SOLAR,0100----2400,79,0,15.1515151515152,0100----1600,79,0,1700---2400,17,0
2022-03-07,CREST.ENERGY.SOLAR,0100----2400,80,0,15.6666666666667,0100----1600,80,0,1700---2400,16,0
2022-03-07,FFCEL.WIND,0100----2400,35,0,6.39393939393939,0100----1600,35,0,1700---2400,12,1
2022-03-07,ZEPL.WIND,0100----2400,35,1,8.06060606060606,0100----1600,35,3,1700---2400,14,1
2022-03-07,TGF.WIND,0100----2400,25,0,7.6969696969697,0100----1600,25,0,1700---2400,9,3
2022-03-07,FWEL.I.WIND,0100----2400,21,0,5.42424242424242,0100----1600,12,0,1700---2400,21,0
2022-03-07,FWEL.II.WIND,0100----2400,13,0,4.84848484848485,0100----1600,13,0,1700---2400,13,0
2022-03-07,SAPPHIRE.WIND,0100----2400,27,0,8.27272727272727,0100----1600,27,0,1700---2400,14,4
2022-03-07,METRO.WIND..MPCL.,0100----2400,29,6,12.9090909090909,0100----1600,29,6,1700---2400,16,8
2022-03-07,YOUNIS.WIND,0100----2400,26,0,10.8484848484848,0100----1600,26,0,1700---2400,23,7
2022-03-07,TAPAL.WIND.TWEPL.,0100----2400,8,0,2.81818181818182,0100----1600,8,0,1700---2400,5,0
2022-03-07,MASTER.WIND..MWEL.,0100----2400,43,0,9.15151515151515,0100----1600,43,0,1700---2400,20,4
2022-03-07,TAPAL.WIND..2,0100----2400,25,0,9.21212121212121,0100----1600,25,0,1700---2400,13,0
2022-03-07,GUL.AHMED.WIND,0100----2400,31,0,11.3333333333333,0100----1600,31,0,1700---2400,21,7
2022-03-07,ARTISTIC.WIND..2,0100----2400,29,1,10.7272727272727,0100----1600,29,1,1700---2400,18,2
2022-03-07,SACHAL.WIND,0100----2400,28,5,11.8787878787879,0100----1600,28,6,1700---2400,24,6
2022-03-07,UEP.WIND.POWER,0100----2400,36,0,15.7878787878788,0100----1600,36,0,1700---2400,27,8
2022-03-07,ARTISTIC.WIND,0100----2400,28,0,10.4545454545455,0100----1600,28,0,1700---2400,15,1
2022-03-07,JHIMPIR.POWER,0100----2400,45,0,13.5757575757576,0100----1600,45,0,1700---2400,26,9
2022-03-07,HAWA.WIND..HEPL.,0100----2400,50,0,15.6666666666667,0100----1600,50,0,1700---2400,33,11
2022-03-07,TGT.WIND,0100----2400,28,0,12.4242424242424,0100----1600,27,0,1700---2400,28,7
2022-03-07,TGS.ENERGY,0100----2400,28,0,11.4242424242424,0100----1600,28,0,1700---2400,21,6
2022-03-07,TRICON.BOSTON..A.,0100----2400,35,0,9.63636363636364,0100----1600,35,0,1700---2400,15,1
2022-03-07,TRICON.BOSTON..B.,0100----2400,32,0,10.0909090909091,0100----1600,32,0,1700---2400,18,0
2022-03-07,TRICON.BOSTON..C.,0100----2400,30,0,12.6060606060606,0100----1600,30,0,1700---2400,24,3
2022-03-07,MASTER.GREEN.WIND,0100----2400,49,7,20.1212121212121,0100----1600,49,7,1700---2400,47,11
2022-03-07,TRICOM.WIND,0100----2400,45,6,15.5454545454545,0100----1600,45,6,1700---2400,37,6
2022-03-07,TENAGA.WIND,0100----2400,20,0,4.72727272727273,0100----1600,12,0,1700---2400,15,0
2022-03-07,DAWOOD.WIND,0100----2400,18,0,3.96969696969697,0100----1600,11,0,1700---2400,18,0
2022-03-07,ZEPHYR.WIND,0100----2400,28,0,9.06060606060606,0100----1600,28,0,1700---2400,27,0
2022-03-07,INDUS.WIND,0100----2400,46,0,6.24242424242424,0100----1600,22,0,1700---2400,46,0
2022-03-08,TARBELA,0100----2400,900,80,462.878787878788,0100----1600,550,80,1700---2400,900,260
2022-03-08,TARBELA.Ext.4,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,MANGLA,0100----2400,565,476,519.878787878788,0100----1600,559,476,1700---2400,565,476
2022-03-08,GHAZI.BROTHA,0100----2400,870,0,425.757575757576,0100----1600,580,0,1700---2400,870,0
2022-03-08,WARSAK,0100----2400,154,30,60.2727272727273,0100----1600,50,30,1700---2400,154,30
2022-03-08,CHASHMA,0100----2400,48,35,44.8787878787879,0100----1600,48,35,1700---2400,47,47
2022-03-08,JINNAH.HYDEL,0100----2400,20,12,15.6363636363636,0100----1600,20,12,1700---2400,17,12
2022-03-08,ALLAI.KHWAR,0100----2400,121,30,65.3636363636364,0100----1600,40,35,1700---2400,121,30
2022-03-08,KHAN.KHWAR,0100----2400,68,24,44.7272727272727,0100----1600,68,34,1700---2400,64,24
2022-03-08,DUBAIR.KHWAR,0100----2400,35,0,29.6969696969697,0100----1600,35,0,1700---2400,35,0
2022-03-08,NEELUM.JEHLUM,0100----2400,261,220,231.121212121212,0100----1600,261,220,1700---2400,221,220
2022-03-08,GOLEN.GOL,0100----2400,7,6,6.06060606060606,0100----1600,6,6,1700---2400,7,6
2022-03-08,JAMSHORO,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,KOTRI,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,LAKHRA,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,GUDDU...1.4,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,GUDDU...5.13,0100----2400,232.1768,188.8896,223.233163636364,0100----1600,232.1768,188.8896,1700---2400,231.193,229.2254
2022-03-08,GUDDU.747,0100----2400,390,300,373.424242424242,0100----1600,390,300,1700---2400,385,377
2022-03-08,QUETTA,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,MUZAFFARGARH,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,MULTAN,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,GTPS.FAISALABAD,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,SPS.FBD,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,SHAHDARA,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,NANDI.PUR,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,JAGRAN,0100----2400,4,4,4,0100----1600,4,4,1700---2400,4,4
2022-03-08,MALAKAND...III,0100----2400,25,22,24.2727272727273,0100----1600,25,22,1700---2400,25,25
2022-03-08,NEW.BONG.ESCAPE,0100----2400,79,64,73.1212121212121,0100----1600,79,67,1700---2400,77,66
2022-03-08,PATRIND,0100----2400,33,23,25.5151515151515,0100----1600,33,23,1700---2400,24,23
2022-03-08,DARAL.KHWAR..BEHREN.,0100----2400,6,6,6,0100----1600,6,6,1700---2400,6,6
2022-03-08,GUL.PUR,0100----2400,102,49,60.3030303030303,0100----1600,102,51,1700---2400,51,49
2022-03-08,KAPCO,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,HUBCO,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,KEL,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,AES.LALPIR,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,AES.PAKGEN,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,SEPCOL,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,HCPC,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,UCH,0100----2400,543,456,524.454545454545,0100----1600,543,456,1700---2400,533,517
2022-03-08,ROUSCH,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,FKPCL,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,SABA,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,JAPAN,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,LIBERTY.POWER,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,AEL,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,DAVIS,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,AGL,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,ATLAS,0100----2400,162,0,70.7575757575758,0100----1600,140,0,1700---2400,162,0
2022-03-08,ENGRO,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,SAIF,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,ORIENT,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,NISHAT.POWER,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,NISHAT.CHUNIAN,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,FOUNDATION,0100----2400,170,80,156.727272727273,0100----1600,170,80,1700---2400,169,165
2022-03-08,SAPPHIRE,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,LIBERTY.TECH.,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,HUBCO.NAROWAL,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,HALMORE,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,UCH.II,0100----2400,379,180,330.727272727273,0100----1600,379,180,1700---2400,374,276
2022-03-08,BHIKKI..QATPL.,0100----2400,553,0,16.7575757575758,0100----1600,553,0,1700---2400,0,0
2022-03-08,SAHIWAL..COAL..HSR.,0100----2400,1256,666,1022.87878787879,0100----1600,1255,666,1700---2400,1256,668
2022-03-08,H.B.SHAH,0100----2400,1109,700,985.060606060606,0100----1600,1109,700,1700---2400,1107,854
2022-03-08,RESHMA.POWER,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,GULF.POWER,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,BALLOKI,0100----2400,1113,713,954.030303030303,0100----1600,1016,713,1700---2400,1080,852
2022-03-08,PORT.QASIM.COAL,0100----2400,1253,663,1159.06060606061,0100----1600,1251,663,1700---2400,1252,1229
2022-03-08,ENGRO.THAR.COAL,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,CHINA.HUBCO.COAL,0100----2400,1259,275,1081.39393939394,0100----1600,1259,275,1700---2400,1259,849
2022-03-08,LUCKY.COAL,0100----2400,610,321,558.878787878788,0100----1600,610,321,1700---2400,607,549
2022-03-08,JDW.II..SADIQ.ABAD.,0100----2400,21,17,19.6060606060606,0100----1600,20,20,1700---2400,21,18
2022-03-08,JDW.III..GHOTKI.,0100----2400,21,20,20.9393939393939,0100----1600,21,21,1700---2400,21,20
2022-03-08,RYKML,0100----2400,20,19,19.2121212121212,0100----1600,20,19,1700---2400,19,19
2022-03-08,CHINIOT.POWER,0100----2400,41,40,40.2424242424242,0100----1600,41,40,1700---2400,41,40
2022-03-08,FATIMA.ENERGY..FEL.,0100----2400,38,32,34.3939393939394,0100----1600,38,32,1700---2400,36,32
2022-03-08,HAMZA.SUGAR,0100----2400,14,13,13.3636363636364,0100----1600,14,13,1700---2400,14,13
2022-03-08,THALL.POWER..LAYYAH.,0100----2400,21,19,20.0606060606061,0100----1600,21,19,1700---2400,21,19
2022-03-08,ALMOIZ.INDUSTRIES.LIMITED,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,CHANAR.ENERGY.LIMITED,0100----2400,17,16,16.4848484848485,0100----1600,17,16,1700---2400,17,16
2022-03-08,CHASHNUPP...I,0100----2400,304,304,304,0100----1600,304,304,1700---2400,304,304
2022-03-08,CHASHNUPP.II,0100----2400,314,314,314,0100----1600,314,314,1700---2400,314,314
2022-03-08,CHASHNUPP.III,0100----2400,235,188,229.181818181818,0100----1600,235,233,1700---2400,233,188
2022-03-08,CHASHNUPP.IV,0100----2400,318,318,318,0100----1600,318,318,1700---2400,318,318
2022-03-08,K.2,0100----2400,1044,1038,1041.51515151515,0100----1600,1044,1040,1700---2400,1042,1038
2022-03-08,K.3,0100----2400,148,144,145.666666666667,0100----1600,145,145,1700---2400,147,144
2022-03-08,QUAID.AZAM.SOLAR,0100----2400,80,0,17.030303030303,0100----1600,80,0,1700---2400,17,0
2022-03-08,APPOLO.SOLAR,0100----2400,81,0,17.3030303030303,0100----1600,81,0,1700---2400,17,0
2022-03-08,BEST.GREEN.SOLAR,0100----2400,80,0,17.4242424242424,0100----1600,80,0,1700---2400,18,0
2022-03-08,CREST.ENERGY.SOLAR,0100----2400,81,0,17.5454545454545,0100----1600,81,0,1700---2400,18,0
2022-03-08,FFCEL.WIND,0100----2400,47,0,12.5757575757576,0100----1600,47,6,1700---2400,6,0
2022-03-08,ZEPL.WIND,0100----2400,43,0,13.1818181818182,0100----1600,43,3,1700---2400,5,0
2022-03-08,TGF.WIND,0100----2400,45,0,13.030303030303,0100----1600,45,6,1700---2400,6,0
2022-03-08,FWEL.I.WIND,0100----2400,21,0,5.06060606060606,0100----1600,21,0,1700---2400,7,0
2022-03-08,FWEL.II.WIND,0100----2400,31,0,6.39393939393939,0100----1600,31,0,1700---2400,4,0
2022-03-08,SAPPHIRE.WIND,0100----2400,45,0,14.7575757575758,0100----1600,45,0,1700---2400,7,0
2022-03-08,METRO.WIND..MPCL.,0100----2400,47,0,16.7272727272727,0100----1600,47,0,1700---2400,8,0
2022-03-08,YOUNIS.WIND,0100----2400,45,0,15.2424242424242,0100----1600,45,0,1700---2400,7,0
2022-03-08,TAPAL.WIND.TWEPL.,0100----2400,21,0,6.63636363636364,0100----1600,21,4,1700---2400,5,0
2022-03-08,MASTER.WIND..MWEL.,0100----2400,50,0,15.8181818181818,0100----1600,50,0,1700---2400,6,0
2022-03-08,TAPAL.WIND..2,0100----2400,41,0,16.3030303030303,0100----1600,41,11,1700---2400,7,0
2022-03-08,GUL.AHMED.WIND,0100----2400,47,0,15.6969696969697,0100----1600,47,0,1700---2400,6,0
2022-03-08,ARTISTIC.WIND..2,0100----2400,44,0,19,0100----1600,44,7,1700---2400,9,0
2022-03-08,SACHAL.WIND,0100----2400,44,0,15.3030303030303,0100----1600,44,10,1700---2400,7,0
2022-03-08,UEP.WIND.POWER,0100----2400,51,0,19.3333333333333,0100----1600,51,0,1700---2400,11,0
2022-03-08,ARTISTIC.WIND,0100----2400,39,0,13.2121212121212,0100----1600,39,0,1700---2400,10,0
2022-03-08,JHIMPIR.POWER,0100----2400,49,0,18.7272727272727,0100----1600,49,0,1700---2400,10,0
2022-03-08,HAWA.WIND..HEPL.,0100----2400,50,0,21.3333333333333,0100----1600,50,0,1700---2400,14,0
2022-03-08,TGT.WIND,0100----2400,46,0,15.6666666666667,0100----1600,46,0,1700---2400,7,0
2022-03-08,TGS.ENERGY,0100----2400,46,0,14.8787878787879,0100----1600,46,0,1700---2400,7,0
2022-03-08,TRICON.BOSTON..A.,0100----2400,46,0,14.1515151515152,0100----1600,46,0,1700---2400,8,0
2022-03-08,TRICON.BOSTON..B.,0100----2400,47,0,14.6969696969697,0100----1600,47,0,1700---2400,6,0
2022-03-08,TRICON.BOSTON..C.,0100----2400,48,0,17.0909090909091,0100----1600,48,0,1700---2400,9,0
2022-03-08,MASTER.GREEN.WIND,0100----2400,50,0,19.8181818181818,0100----1600,50,12,1700---2400,10,0
2022-03-08,TRICOM.WIND,0100----2400,49,0,21.1818181818182,0100----1600,49,15,1700---2400,11,0
2022-03-08,TENAGA.WIND,0100----2400,27,0,5.96969696969697,0100----1600,27,0,1700---2400,11,0
2022-03-08,DAWOOD.WIND,0100----2400,21,0,4.42424242424242,0100----1600,21,0,1700---2400,8,0
2022-03-08,ZEPHYR.WIND,0100----2400,43,0,10.969696969697,0100----1600,43,0,1700---2400,9,0
2022-03-08,INDUS.WIND,0100----2400,50,0,18.9393939393939,0100----1600,50,7,1700---2400,5,0
2022-03-08,DIN.WIND.ENERGY,0100----2400,6,0,3.21212121212121,0100----1600,6,3,1700---2400,4,0
2022-03-08,LIBERTY.WIND.I,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,GUL.AHMED.WIND..II,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,METRO.WIND..II,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,NASDA.GREEN.WIND,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-08,LAKED.SIDE.WIND,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-09,TARBELA,0100----2400,938,120,509.121212121212,0100----1600,648,120,1700---2400,928,260
2022-03-09,TARBELA.Ext.4,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-09,MANGLA,0100----2400,623,413,518.727272727273,0100----1600,553,413,1700---2400,623,413
2022-03-09,GHAZI.BROTHA,0100----2400,870,0,451.515151515152,0100----1600,870,0,1700---2400,870,0
2022-03-09,WARSAK,0100----2400,154,30,65.1212121212121,0100----1600,60,30,1700---2400,154,35
2022-03-09,CHASHMA,0100----2400,52,39,45.4242424242424,0100----1600,52,47,1700---2400,45,39
2022-03-09,JINNAH.HYDEL,0100----2400,27,12,22.7575757575758,0100----1600,27,12,1700---2400,25,18
2022-03-09,ALLAI.KHWAR,0100----2400,121,0,54.8787878787879,0100----1600,30,30,1700---2400,121,0
2022-03-09,KHAN.KHWAR,0100----2400,68,26,44,0100----1600,34,26,1700---2400,68,26
2022-03-09,DUBAIR.KHWAR,0100----2400,35,0,30.7575757575758,0100----1600,35,0,1700---2400,35,35
2022-03-09,NEELUM.JEHLUM,0100----2400,242,125,218.787878787879,0100----1600,242,125,1700---2400,242,200
2022-03-09,GOLEN.GOL,0100----2400,6,6,6,0100----1600,6,6,1700---2400,6,6
2022-03-09,JAMSHORO,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-09,KOTRI,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-09,LAKHRA,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-09,GUDDU...1.4,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-09,GUDDU...5.13,0100----2400,231.193,189.8734,227.913666666667,0100----1600,231.193,189.8734,1700---2400,231.193,230.2092
2022-03-09,GUDDU.747,0100----2400,386,375,379.424242424242,0100----1600,386,375,1700---2400,380,377
2022-03-09,QUETTA,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-09,MUZAFFARGARH,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-09,MULTAN,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
2022-03-09,GTPS.FAISALABAD,0100----2400,0,0,0,0100----1600,0,0,1700---2400,0,0
