Time,Name,category,Energy_MWh
3/2/2022 03:00,GHAZI.BROTHA,Hydel,0
3/2/2022 03:00,WARSAK,Hydel,30
3/2/2022 03:00,CHASHMA,Hydel,51
3/2/2022 03:00,JINNAH.HYDEL,Hydel,17
3/2/2022 03:00,ALLAI.KHWAR,Hydel,0
3/2/2022 03:00,KHAN.KHWAR,Hydel,14
3/2/2022 03:00,DUBAIR.KHWAR,Hydel,0
3/2/2022 03:00,NEELUM.JEHLUM,Hydel,120
3/2/2022 03:00,GOLEN.GOL,Hydel,6
3/2/2022 03:00,JAMSHORO,Genco1,0
3/2/2022 03:00,KOTRI,Genco1,0
3/2/2022 03:00,LAKHRA,Genco1,0
3/2/2022 03:00,GUDDU...1.4,Genco1,0
3/2/2022 03:00,GUDDU...5.13,Genco2,191.84
3/2/2022 03:00,GUDDU.747,Genco2,0
3/2/2022 03:00,QUETTA,Genco2,0
3/2/2022 03:00,MUZAFFARGARH,Genco3,0
3/2/2022 03:00,MULTAN,Genco3,0
3/2/2022 03:00,GTPS.FAISALABAD,Genco3,0
3/2/2022 03:00,SPS.FBD,Genco3,0
3/2/2022 03:00,SHAHDARA,Genco3,0
3/2/2022 03:00,NANDI.PUR,Genco3,0
3/2/2022 03:00,JAGRAN,IPPs Hydel,3
3/2/2022 03:00,MALAKAND...III,IPPs Hydel,21
3/2/2022 03:00,NEW.BONG.ESCAPE,IPPs Hydel,73
3/2/2022 03:00,PATRIND,IPPs Hydel,0
3/2/2022 03:00,DARAL.KHWAR..BEHREN.,IPPs Hydel,5
3/2/2022 03:00,GUL.PUR,IPPs Hydel,33
3/2/2022 03:00,KAPCO,IPPs Fossil Fuel,0
3/2/2022 03:00,HUBCO,IPPs Fossil Fuel,0
3/2/2022 03:00,KEL,IPPs Fossil Fuel,0
3/2/2022 03:00,AES.LALPIR,IPPs Fossil Fuel,0
3/2/2022 03:00,AES.PAKGEN,IPPs Fossil Fuel,0
3/2/2022 03:00,SEPCOL,IPPs Fossil Fuel,0
3/2/2022 03:00,HCPC,IPPs Fossil Fuel,0
3/2/2022 03:00,UCH,IPPs Fossil Fuel,458
3/2/2022 03:00,ROUSCH,IPPs Fossil Fuel,0
3/2/2022 03:00,FKPCL,IPPs Fossil Fuel,0
3/2/2022 03:00,SABA,IPPs Fossil Fuel,0
3/2/2022 03:00,JAPAN,IPPs Fossil Fuel,0
3/2/2022 03:00,LIBERTY.POWER,IPPs Fossil Fuel,0
3/2/2022 03:00,AEL,IPPs Fossil Fuel,0
3/2/2022 03:00,DAVIS,IPPs Fossil Fuel,0
3/2/2022 03:00,AGL,IPPs Fossil Fuel,0
3/2/2022 03:00,ATLAS,IPPs Fossil Fuel,0
3/2/2022 03:00,ENGRO,IPPs Fossil Fuel,0
3/2/2022 03:00,SAIF,IPPs Fossil Fuel,0
